rank,citation_group,priority_score,status,date,type,title,chapter,next_action,source_note_draft,catalog_url,pdf_url
482,Copy-Ready Drafts,8,working draft ready,1995-12-20,Release Packet,Letter From Michael Nacht to Strobe Talbott with Attachments,Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA case F-2017-13804, Document C09000051. Confidential; Eyes Only. Source pages: 4 pages counted.",https://foia.state.gov/search/results.aspx?searchText=C09000051,https://foia.state.gov/DOCUMENTS/FOIA_L_July2022/FL-2017-13804/DOC_0C09000051/C09000051.pdf
483,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,Bosnia/Iran/IOB [Intelligence Oversight Board] — Basic Documents 1996 [2],Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia/Iran/IOB [Intelligence Oversight Board] — Basic Documents 1996 [2], NAID 236750696.",https://catalog.archives.gov/id/236750696,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/wjc-nscea/7585499/7585499-20060996F-002-005-2022-001.JPG
484,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"Bosnia/Iran/IOB [Intelligence Oversight Board], April-May 1996 [1]",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia/Iran/IOB [Intelligence Oversight Board], April-May 1996 [1], NAID 236750692.",https://catalog.archives.gov/id/236750692,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/wjc-nscea/7585499/7585499-20060996F-002-001-2022-001.JPG
485,Copy-Ready Drafts,8,working draft ready,1996-01-01,Scout Lead,"Bosnia/Iran/IOB [Intelligence Oversight Board], April-May 1996 [2]",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia/Iran/IOB [Intelligence Oversight Board], April-May 1996 [2], NAID 236750693.",https://catalog.archives.gov/id/236750693,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/wjc-nscea/7585499/7585499-20060996F-002-002-2022-001.JPG
486,Copy-Ready Drafts,8,working draft ready,1996-01-01,Scout Lead,"Bosnia/Iran/IOB [Intelligence Oversight Board], April-May 1996 [3]",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia/Iran/IOB [Intelligence Oversight Board], April-May 1996 [3], NAID 236750694.",https://catalog.archives.gov/id/236750694,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/wjc-nscea/7585499/7585499-20060996F-002-003-2022-001.JPG
487,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"Bosnia/Iran/IOB [Intelligence Oversight Board], End of May 1996 [1]",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia/Iran/IOB [Intelligence Oversight Board], End of May 1996 [1], NAID 236750697.",https://catalog.archives.gov/id/236750697,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/wjc-nscea/7585499/7585499-20060996F-002-006-2022-001.JPG
488,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"Bosnia/Iran/IOB [Intelligence Oversight Board], End of May 1996 [2]",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Alexander Vershbow's Files, Bosnia/Iran/IOB [Intelligence Oversight Board], End of May 1996 [2], NAID 236750698.",https://catalog.archives.gov/id/236750698,https://s3.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/wjc-nscea/7585499/7585499-20060996F-002-007-2022-001.JPG
489,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"DC0254 DC Meeting on Bosnia-Hercegovina, January 19, 1996",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0254 DC Meeting on Bosnia-Hercegovina, January 19, 1996, NAID 41051370.",https://catalog.archives.gov/id/41051370,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-032-2016.pdf
490,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"DC0256 DC Meeting on Bosnia-Hercegovina, February 2, 1996",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0256 DC Meeting on Bosnia-Hercegovina, February 2, 1996, NAID 41051371.",https://catalog.archives.gov/id/41051371,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-033-2016.pdf
491,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"DC0259 DC Meeting on Bosnia-Hercegovina, February 14, 1996",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0259 DC Meeting on Bosnia-Hercegovina, February 14, 1996, NAID 41051372.",https://catalog.archives.gov/id/41051372,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-034-2016.pdf
492,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"DC0264 DC Meeting on Bosnia-Hercegovina, February 29, 1996",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0264 DC Meeting on Bosnia-Hercegovina, February 29, 1996, NAID 41051373.",https://catalog.archives.gov/id/41051373,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-035-2016.pdf
493,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"DC0271 DC Meeting on Bosnia-Hercegovina, March 26, 1996",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0271 DC Meeting on Bosnia-Hercegovina, March 26, 1996, NAID 41051374.",https://catalog.archives.gov/id/41051374,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-036-2016.pdf
494,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"DC0274 DC Meeting on Bosnia-Hercegovina, April 11, 1996",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0274 DC Meeting on Bosnia-Hercegovina, April 11, 1996, NAID 41051376.",https://catalog.archives.gov/id/41051376,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-005-038-2016.pdf
495,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"DC0277 DC Meeting on Bosnia-Hercegovina, April 24, 1996",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0277 DC Meeting on Bosnia-Hercegovina, April 24, 1996, NAID 41051377.",https://catalog.archives.gov/id/41051377,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-006-001-2016.pdf
496,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"DC0278 DC Meeting on Bosnia-Hercegovina, May 1, 1996",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0278 DC Meeting on Bosnia-Hercegovina, May 1, 1996, NAID 41051378.",https://catalog.archives.gov/id/41051378,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-006-002-2016.pdf
497,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"DC0281 DC Meeting on Bosnia-Hercegovina, May 8, 1996",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0281 DC Meeting on Bosnia-Hercegovina, May 8, 1996, NAID 41051379.",https://catalog.archives.gov/id/41051379,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-006-003-2016.pdf
498,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"DC0284 DC Meeting on Bosnia-Hercegovina, May 15, 1996",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0284 DC Meeting on Bosnia-Hercegovina, May 15, 1996, NAID 41051380.",https://catalog.archives.gov/id/41051380,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-006-004-2016.pdf
499,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"DC0295 DC Meeting on Bosnia-Hercegovina, June 20, 1996",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0295 DC Meeting on Bosnia-Hercegovina, June 20, 1996, NAID 41051385.",https://catalog.archives.gov/id/41051385,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-006-009-2016.pdf
500,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"DC0299 DC Meeting on Bosnia-Hercegovina, July 25, 1996",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0299 DC Meeting on Bosnia-Hercegovina, July 25, 1996, NAID 41051387.",https://catalog.archives.gov/id/41051387,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-006-011-2016.pdf
501,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"DC0301 DC Meeting on Bosnia-Hercegovina, August 1, 1996",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0301 DC Meeting on Bosnia-Hercegovina, August 1, 1996, NAID 41051388.",https://catalog.archives.gov/id/41051388,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-007-001-2016.pdf
502,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"DC0308 DC Meeting on Bosnia-Hercegovina, August 27, 1996",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0308 DC Meeting on Bosnia-Hercegovina, August 27, 1996, NAID 41051391.",https://catalog.archives.gov/id/41051391,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-007-004-2016.pdf
503,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"DC0311 DC Meeting on Bosnia-Hercegovina, September 19, 1996",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0311 DC Meeting on Bosnia-Hercegovina, September 19, 1996, NAID 41051393.",https://catalog.archives.gov/id/41051393,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-007-006-2016.pdf
504,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"DC0313 DC Meeting on Bosnia-Hercegovina, 1996",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0313 DC Meeting on Bosnia-Hercegovina, 1996, NAID 41051394.",https://catalog.archives.gov/id/41051394,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-007-007-2016.pdf
505,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"DC0316 DC Meeting on Bosnia-Hercegovina, October 1, 1996",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0316 DC Meeting on Bosnia-Hercegovina, October 1, 1996, NAID 41051395.",https://catalog.archives.gov/id/41051395,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-007-008-2016.pdf
506,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"DC0318 DC Meeting on Bosnia-Hercegovina, October 9, 1996",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0318 DC Meeting on Bosnia-Hercegovina, October 9, 1996, NAID 41051396.",https://catalog.archives.gov/id/41051396,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-007-009-2016.pdf
507,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"DC0320 DC Meeting on Bosnia-Hercegovina, October 18, 1996",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0320 DC Meeting on Bosnia-Hercegovina, October 18, 1996, NAID 41051397.",https://catalog.archives.gov/id/41051397,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-007-010-2016.pdf
508,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"DC0323 DC Meeting on Bosnia-Hercegovina, November 7, 1996",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, DC0323 DC Meeting on Bosnia-Hercegovina, November 7, 1996, NAID 41051398.",https://catalog.archives.gov/id/41051398,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-007-011-2016.pdf
509,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"PC/DC [Principals Committee/Deputies Committee] Meetings on Bosnia, March 1996 [5]",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Sue Bremner's Files, PC/DC [Principals Committee/Deputies Committee] Meetings on Bosnia, March 1996 [5], NAID 41051293.",https://catalog.archives.gov/id/41051293,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585472/42-t-7585472-20120798F-002-003-2016.pdf
510,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"PC/DC [Principals Committee/Deputies Committee] Meetings on Bosnia, March 1996 [6]",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Sue Bremner's Files, PC/DC [Principals Committee/Deputies Committee] Meetings on Bosnia, March 1996 [6], NAID 41051294.",https://catalog.archives.gov/id/41051294,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585472/42-t-7585472-20120798F-002-004-2016.pdf
511,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"PC0169 PC Meeting on Bosnia-Hercegovina, February 20, 1996",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, PC0169 PC Meeting on Bosnia-Hercegovina, February 20, 1996, NAID 41051477.",https://catalog.archives.gov/id/41051477,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-054-2016.pdf
512,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"PC0171 PC Meeting on Bosnia-Hercegovina, March 1, 1996",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, PC0171 PC Meeting on Bosnia-Hercegovina, March 1, 1996, NAID 41051478.",https://catalog.archives.gov/id/41051478,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-055-2016.pdf
513,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"PC0173 PC Meeting on Bosnia-Hercegovina, March 29, 1996",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, PC0173 PC Meeting on Bosnia-Hercegovina, March 29, 1996, NAID 41051479.",https://catalog.archives.gov/id/41051479,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-056-2016.pdf
514,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"PC0174 PC Meeting on Bosnia-Hercegovina, May 3, 1996",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, PC0174 PC Meeting on Bosnia-Hercegovina, May 3, 1996, NAID 41051480.",https://catalog.archives.gov/id/41051480,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-009-057-2016.pdf
515,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"PC0180 PC Meeting on Bosnia-Hercegovina, June 11, 1996",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, PC0180 PC Meeting on Bosnia-Hercegovina, June 11, 1996, NAID 41051482.",https://catalog.archives.gov/id/41051482,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-010-001-2016.pdf
516,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"PC0183 PC Meeting on Bosnia-Hercegovina, June 25, 1996",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, PC0183 PC Meeting on Bosnia-Hercegovina, June 25, 1996, NAID 41051483.",https://catalog.archives.gov/id/41051483,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-010-002-2016.pdf
517,Copy-Ready Drafts,8,selection,1996-01-01,Scout Lead,"PC0202 PC Meeting on Bosnia-Hercegovina, 1996",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: National Archives and Records Administration, National Archives Catalog, PC0202 PC Meeting on Bosnia-Hercegovina, 1996, NAID 41051486.",https://catalog.archives.gov/id/41051486,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/7585709/42-t-7585709-20120798F-010-005-2016.pdf
518,Copy-Ready Drafts,8,working draft ready,1996-01-11,Context,Address to the People of Bosnia,Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Government Publishing Office, GovInfo, Public Papers of the Presidents of the United States: William J. Clinton, PPP-1996-book1; PPP-1996-book1-doc-pg45. Unclassified public record.",https://www.govinfo.gov/app/details/PPP-1996-book1/PPP-1996-book1-doc-pg45,https://www.govinfo.gov/content/pkg/PPP-1996-book1/pdf/PPP-1996-book1-doc-pg45.pdf
519,Copy-Ready Drafts,8,working draft ready,1996-01-12,Context,Presidential Daily Diary reference: secure voice call with NATO Secretary General Javier Solana,Crisis Security Files,Use as context citation only; chase substantive record before selection.,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [01/01/1996-01/31/1996], NAID 147870851, Unclassified diary record. Source pages: page 21.",https://catalog.archives.gov/id/147870851,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-006-012-2018.pdf
520,Copy-Ready Drafts,8,working draft ready,1996-01-13,Context,Exchange With Reporters Prior to Discussions With President Alija Izetbegovic of Bosnia-Herzegovina at Tuzla Airfield,Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Government Publishing Office, GovInfo, Public Papers of the Presidents of the United States: William J. Clinton, PPP-1996-book1; PPP-1996-book1-doc-pg62. Unclassified public record.",https://www.govinfo.gov/app/details/PPP-1996-book1/PPP-1996-book1-doc-pg62,https://www.govinfo.gov/content/pkg/PPP-1996-book1/pdf/PPP-1996-book1-doc-pg62.pdf
521,Copy-Ready Drafts,8,working draft ready,1996-01-13,Context,Presidential Daily Diary reference: call with Slobodan Milosevic,Crisis Security Files,Use as context citation only; chase substantive record before selection.,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [01/01/1996-01/31/1996], NAID 147870851, Unclassified diary record. Source pages: page 22.",https://catalog.archives.gov/id/147870851,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-006-012-2018.pdf
522,Copy-Ready Drafts,8,working draft ready,1996-01-13,Context,"Remarks to American Troops at Tuzla Airfield, Bosnia-Herzegovina",Crisis Security Files,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Government Publishing Office, GovInfo, Public Papers of the Presidents of the United States: William J. Clinton, PPP-1996-book1; PPP-1996-book1-doc-pg60. Unclassified public record.",https://www.govinfo.gov/app/details/PPP-1996-book1/PPP-1996-book1-doc-pg60,https://www.govinfo.gov/content/pkg/PPP-1996-book1/pdf/PPP-1996-book1-doc-pg60.pdf
523,Copy-Ready Drafts,8,working draft ready,1996-02-23,Context,Presidential Daily Diary reference: conference call with Boris Yeltsin,NATO-Russia and Partnership,Use as context citation only; chase substantive record before selection.,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [02/01/1996-02/29/1996], NAID 147870853, Unclassified diary record. Source pages: page 36.",https://catalog.archives.gov/id/147870853,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-006-013-2018.pdf
524,Copy-Ready Drafts,8,selection,1996-04-16,Source Lead,DRAFT MEMORANDUM TO THE PRESIDENT,NATO-Russia and Partnership,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000077. Secret; Nodis; Eyes Only.",https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2023/FL-2017-13804/DOC_0C09000077/C09000077.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2023/FL-2017-13804/DOC_0C09000077/C09000077.pdf
525,Copy-Ready Drafts,8,selection,1996-05-08,Source Lead,PAPER FOR MAMEDOV ON CFE,NATO-Russia and Partnership,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000044. Nodis.",https://foia.state.gov/DOCUMENTS/FOIA_L_June2024/FL-2017-13804/DOC_0C09000044/C09000044.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_June2024/FL-2017-13804/DOC_0C09000044/C09000044.pdf
526,Copy-Ready Drafts,8,working draft ready,1996-06-12,Context,The President's News Conference With European Union Leaders,European Security Architecture,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Government Publishing Office, GovInfo, Public Papers of the Presidents of the United States: William J. Clinton, PPP-1996-book1; PPP-1996-book1-doc-pg901. Unclassified public record.",https://www.govinfo.gov/app/details/PPP-1996-book1/PPP-1996-book1-doc-pg901,https://www.govinfo.gov/content/pkg/PPP-1996-book1/pdf/PPP-1996-book1-doc-pg901.pdf
527,Copy-Ready Drafts,8,selection,1996-06-18,Source Lead,Transmittal Memorandum of Telephone Conversation with Russian Boris Yeltsin w/Attachment(s),NATO-Russia and Partnership,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000056. Confidential; Nodis.",https://foia.state.gov/DOCUMENTS/FOIA_L_Mar2025/FL-2017-13804/DOC_0C09000056/C09000056.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Mar2025/FL-2017-13804/DOC_0C09000056/C09000056.pdf
528,Copy-Ready Drafts,8,selection,1996-07-03,Source Lead,Meeting with Polish President Kwasniewski,NATO-Russia and Partnership,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000079. Confidential.",https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2023/FL-2017-13804/DOC_0C09000079/C09000079.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2023/FL-2017-13804/DOC_0C09000079/C09000079.pdf
529,Copy-Ready Drafts,8,selection,1996-07-09,Source Lead,"July 9, 1996 Note From Strobe To Chris",NATO-Russia and Partnership,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000074. Unclassified.",https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2023/FL-2017-13804/DOC_0C09000074/C09000074.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2023/FL-2017-13804/DOC_0C09000074/C09000074.pdf
530,Copy-Ready Drafts,8,selection,1996-07-30,Source Lead,Supplemental Statement of Performance of Period Covered: 4/16/95 - 6/30/96,NATO-Russia and Partnership,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000063. Unclassified.",https://foia.state.gov/DOCUMENTS/FOIA_L_June2024/FL-2017-13804/DOC_0C09000063/C09000063.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_June2024/FL-2017-13804/DOC_0C09000063/C09000063.pdf
531,Copy-Ready Drafts,8,selection,1996-08-21,Source Lead,"August 21, 1996 Note From Strobe Talbott To Sandy W/Attachment(s)",European Security Architecture,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000016. Confidential.",https://foia.state.gov/DOCUMENTS/FOIA_L_July2022/FL-2017-13804/DOC_0C09000016/C09000016.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_July2022/FL-2017-13804/DOC_0C09000016/C09000016.pdf
532,Copy-Ready Drafts,8,selection,1996-10-13,Source Lead,A/S GATI TOUR D'HORIZON WITH DFM MAMEDOV,NATO-Russia and Partnership,"Copy working source note, then verify markings, attachments, marginalia, and final placement.","Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000065. Confidential; Nodis.",https://foia.state.gov/DOCUMENTS/FOIA_L_Mar2025/FL-2017-13804/DOC_0C09000065/C09000065.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Mar2025/FL-2017-13804/DOC_0C09000065/C09000065.pdf
